ID,EmailId,UUID,LOCALE,VENDOR_ID,ACCOUNT,STORE,STATUS,NAME,ADDR1,ADDR2,CITY,STATE_PROV,POSTAL,PHONE,SPECIALTY,DEALER_TYPE,COUNTRY,KEY_ACCOUNT,SALES_REP1,SALES_REP2,CREDIT_REP,NB_MINIMUS_FLAG,ROBIS_FLAG,COMPANY,MON_OPEN,MON_CLOSE,TUE_OPEN,TUE_CLOSE,WED_OPEN,WED_CLOSE,THU_OPEN,THU_CLOSE,FRI_OPEN,FRI_CLOSE,SAT_OPEN,SAT_CLOSE,SUN_OPEN,SUN_CLOSE,PRODUCT_LINE_SHOE,PRODUCT_LINE_APPAREL,CATEGORY_RUNNING,CATEGORY_WALKING,CATEGORY_TRAINING,CATEGORY_TENNIS,SUBCATEGORY_KIDS,DUNHAM,ARAVON,COBB_HILL,CATEGORY_FOOTBALL,CATEGORY_CRICKET,CATEGORY_LIFESTYLE,PF_FLYERS,InventoryOrganizationCode,ParentOrganizationCode,PrimaryEnterpriseKey,DefaultDistributionRuleId,OwnerKey
1874,,0760403_001,,,760403,1,active,NEW BALANCE SARASOTA,1872 STICKNEY POINT,,SARASOTA,FL,34231,(941) 921-3696,,New Balance Store,US,Procare,,,,,,10,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1875,,0760711_001,,,760711,1,active,NEW BALANCE UNIVERSITY PARK,8204 TOURIST CENTER DRIVE,,BRADENTON,FL,34201,(941) 921-3696,,New Balance Store,US,Procare,,,,,,10,9:00am,8:00pm,9:00am,8:00pm,9:00am,8:00pm,9:00am,8:00pm,9:00am,8:00pm,9:00am,8:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1889,,0771205_001,,,771205,1,active,NEW BALANCE WILMINGTON,6801 PARKER FARM DRIVE,SUITE 135,WILMINGTON,NC,28405,(910) 256-0571,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,1:00pm,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1902,,0774711_001,,,774711,1,active,NEW BALANCE JACKSONVILLE,10095 BEACH BOULEVARD,SUITE 500,JACKSONVILLE,FL,32246,904-620-0483,,New Balance Store,US,Procare,,,,,,10,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1910,,0785199_001,,,785199,1,active,NEW BALANCE FORT MYERS,1900 TRAILWINDS DRIVE,,FORT MYERS,FL,33907,(239) 939-2239,,New Balance Store,US,Procare,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1919,,0790424_001,,,790424,1,active,NEW BALANCE CHARLOTTE,2211 MATTHEWS TOWNSHIP PARKWAY,SUITE A,MATTHEWS,NC,28105,(704) 845-2190,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,9:00pm,12:00pm,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1956,,0800930_001,,,800930,1,active,NEW BALANCE REHOBOTH,18798 COASTAL HIGHWAY,SUITE 1,REHOBOTH BEACH,DE,19971,(302) 644-1776,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,9:00pm,10:00am,9:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1957,,0800950_001,,,800950,1,active,NEW BALANCE VIRGINIA BEACH,729 FIRST COLONIAL ROAD SUITE 103,MARKET PLACE AT HILLTOP,VIRGINIA BEACH,VA,23451,757-422-1776,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,9:00pm,10:00am,9:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1960,,0801700_001,,,801700,1,active,NEW BALANCE PALM DESERT,73 399 EL PASEO,SUITE 105,PALM DESERT,CA,92260,760-346-1112,,New Balance Store,US,Procare,,,,,,10,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,7:00pm,10:00am,7:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1974,,0810217_001,,,810217,1,active,NEW BALANCE HUNTSVILLE,1395 ENTERPRISE WAY,,HUNTSVILLE,AL,35806,(256) 922-4555,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,12:00pm,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1983,,0812015_001,,,812015,1,active,NEW BALANCE ATHENS,1850 EPPS BRIDGE PARKWAY,THE MARKET AT EPP BRIDGE,ATHENS,GA,30606,(706) 552-3668,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
1984,,0812399_001,,,812399,1,active,NEW BALANCE KNOXVILLE,8027 KINGSTON PIKE,,KNOXVILLE,TN,37919,(865) 539-1100,,New Balance Store,US,,,,,,,10,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2016,,0821599_001,,,821599,1,active,NEW BALANCE TAMPA,13234 NORTH DALE MABRY,,TAMPA,FL,33618,(813) 265-4859,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,7:00pm,12:00pm,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2017,,0821601_01,,,821601,1,active,NEW BALANCE TAMPA/WESTSHORE,211 WEST SHORE MALL,,TAMPA,FL,33609,(877) 628-2672,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,12:00pm,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2197,,0901206_001,,,901206,1,active,NEW BALANCE ST LOUIS OLIVE BLVD,11633 OLIVE BOULEVARD,,SAINT LOUIS,MO,63141,(314) 872-2929,,New Balance Store,US,,,,,,,10,9:30 AM,8:00 PM,9:30 AM,8:00 PM,9:30 AM,8:00 PM,9:30 AM,8:00 PM,9:30 AM,8:00 PM,9:30 AM,6:00 PM,12:00 PM,5:00 PM,Y,Y,Y,Y,Y,Y,,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2199,,0901617_001,,,901617,1,active,NEW BALANCE ST LOUIS FAIRVIEW,6540 NORTH ILLINOIS STREET,SUITE 104,FAIRVIEW HEIGHTS,IL,62208,(618) 632-1640,,New Balance Store,US,,,,,,,10,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,12:00 PM,6:00 PM,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2200,,0901658_001,,,901658,1,active,NEW BALANCE BRANSON,1106 BRANSON LANDING BOULEVARD,,BRANSON,MO,65616,(417) 348-0093,,New Balance Store,US,,,,,,,10,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:00 AM,10:00 PM,9:00 AM,10:00 PM,10:00 AM,8:00 PM,Y,Y,Y,Y,Y,Y,,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2201,,0901662_001,,,901662,1,active,NEW BALANCE ST LOUIS CLAYTON ROAD,6678 CLAYTON ROAD,,SAINT LOUIS,MO,63117,(314) 646-1574,,New Balance Store,US,,,,,,,10,9:30 AM,8:00 PM,9:30 AM,8:00 PM,9:30 AM,8:00 PM,9:30 AM,8:00 PM,9:30 AM,8:00 PM,9:30 AM,6:00 PM,12:00 PM,5:00 PM,Y,Y,Y,Y,Y,Y,,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2202,,0901666_001,,,901666,1,active,NEW BALANCE KANSAS CITY,6607 WEST 119TH STREET,,LEAWOOD,KS,66209,(913) 696-1646,,New Balance Store,US,Procare,,,,,,10,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,6:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2244,,0909258_01,,,909258,1,active,NEW BALANCE HOT SPRING,201 AIRPORT ROAD,,HOT SPRINGS NATIONAL PARK,AR,71913,(501) 623-3115,,New Balance Store,US,Procare,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2245,,0909603_002,,,909603,2,active,NEW BALANCE ROGERS,1720 WEST WALNUT,,ROGERS,AR,72756,(479) 636-9200,,New Balance Store,US,Procare,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2246,,0909715_01,,,909715,1,active,NEW BALANCE LITTLE ROCK,13900 CANTRELL ROAD,,LITTLE ROCK,AR,72223,(501) 224-8877,,New Balance Store,US,Procare,,,,,,10,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2267,,1000210_001,,,1000210,1,active,NEW BALANCE CARDIFF,2009 NEWCASTLE AVENUE,,CARDIFF BY THE SEA,CA,92007,(760) 479-9722,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2271,,1000600_001,,,1000600,1,active,NEW BALANCE SANTA MONICA,2600 WILSHIRE BOULEVARD,,SANTA MONICA,CA,90403,(310) 829-2900,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,6:00pm,10:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2272,,1000601_001,,,1000601,1,active,NEW BALANCE SOUTH BAY TORRANCE,20611 HAWTHORNE BOULEVARD,,TORRANCE,CA,90503,(310) 921-2700,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,6:00pm,10:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2273,,1000602_001,,,1000602,1,active,NEW BALANCE PASADENA,270 SOUTH ARROYO PARKWAY,,PASADENA,CA,91105,(626) 793-7900,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,6:00pm,10:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2385,,1003299_001,,,1003299,1,active,NEW BALANCE ARROWHEAD,7369 WEST BELL ROAD,SUITE 7,PEORIA,AZ,85382,(623) 334-6868,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,6:00pm,10:00am,6:00pm,11:00am,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2386,,1003300_001,,,1003300,1,active,NEW BALANCE SCOTTSDALE,16211 NORTH SCOTTSDALE ROAD,SUITE A2,SCOTTSDALE,AZ,85254,(480) 315-0404,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,6:00pm,10:00am,6:00pm,11:00am,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2387,,1003350_001,,,1003350,1,active,NEW BALANCE CHANDLER,2860 WEST CHANDLER BOULEVARD,SUITE 11,CHANDLER,AZ,85224,(480) 792-0606,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,6:00pm,10:00am,6:00pm,11:00am,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2388,,1004299_001,,,1004299,1,active,NEW BALANCE SOUTH COAST PLAZA,3333 SOUTH BEAR STREET,,COSTA MESA,CA,92626,(714) 434-9405,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,8:00pm,11:00am,6:30pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2391,,1011290_001,,,1011290,1,active,NEW BALANCE LITTLETON,7301 SOUTH SANTA FE DRIVE,SUITE 520,LITTLETON,CO,80120,(303) 795-3135,,New Balance Store,US,Procare,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2392,,1011350_001,,,1011350,1,active,NEW BALANCE CHERRY CREEK,156 STEELE STREET,,DENVER,CO,80206,720-390-7999,,New Balance Store,US,Procare,,,,,,10,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2633,,3000705_001,,,3000705,1,active,NEW BALANCE DELTA,6345 120TH STREET,SUITE 109,DELTA,BC,V4E2A6,(604)501-1333,,New Balance Store,CA,,,,,,,10,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,7:00 PM,10:00 AM,6:00 PM,11:00 AM,5:00 PM,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2772,,3003696_001,,,3003696,1,active,NEW BALANCE ROBSON,1158 Robson St,,Vancouver,BC,V6E1B2,604-685-2281,,New Balance Store,CA,,,,,,,10,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,11:00 AM,7:00 PM,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2817,,3003930_03,,,3003930,3,active,NEW BALANCE TORONTO,1510 YONGE ST,,TORONTO,ON,M4T1Z6,(416)962-8662,,New Balance Store,Ca,PODIATRY ACCOUNT,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,9:00am,6:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2818,,3003933_002,,,3003933,2,active,NEW BALANCE TORONTO,2252 BLOOR ST WEST,,TORONTO,ON,M6S1N6,416-766-8882,,New Balance Store,Ca,PODIATRY ACCOUNT,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,9:00am,6:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2819,,3003933_003,,,3003933,3,active,NEW BALANCE TORONTO,BAYVIEW VILLAGE SHOPPING CENTRE,2901 BAYVIEW AVE,NORTH YORK,ON,M2K1E6,416-225-7770,,New Balance Store,Ca,PODIATRY ACCOUNT,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,9:00am,6:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2820,,3003933_006,,,3003933,6,active,NEW BALANCE TORONTO,SHOPS AT DON MILLS,39 KARL FRASER ROAD.BLDG.P-P3,NORTH YORK,ON,M3C0E5,416-390-9998,,New Balance Store,Ca,PODIATRY ACCOUNT,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,9:00am,6:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2885,,3004440_001,,,3004440,1,active,NEW BALANCE LONDON,1422 FANSHAWE PARK ROAD WEST,,LONDON,ON,N6A0A4,519-657-0112,,New Balance Store,Ca,PODIATRY ACCOUNT,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,6:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2886,,3004450_001,,,3004450,1,active,NEW BALANCE WINDSOR,4115 WALKER ROAD,,WINDSOR,ON,N8W3T6,(519)250-9511,,New Balance Store,Ca,PODIATRY ACCOUNT,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,5:00pm,11:00am,4:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2903,,3006800_001,,,3006800,1,active,NEW BALANCE VICTORIA,1205 GOVERNMENT STREET,,VICTORIA,BC,V8W1Y5,250-382-9327,,New Balance Store,Ca,PODIATRY ACCOUNT,,,,,,10,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,9:00pm,9:30am,9:00pm,9:30am,9:00pm,10:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2904,,3006902_001,,,3006902,1,active,NEW BALANCE OTTAWA,1371B WOODROFFE AVENUE,,NEPEAN,ON,K2G1V7,613-224-2424,,New Balance Store,Ca,PODIATRY ACCOUNT,,,,,,10,9:30am,9:00pm,9:30am,9:00pm,9:30am,9:00pm,9:30am,9:00pm,9:30am,9:00pm,10:00am,6:00pm,11:00am,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2916,,3030010_001,,,3030010,1,active,NEW BALANCE MONTREAL,677 STE CATHERINE OUEST,,MONTREAL,QC,H3B5K4,514-844-2777,,New Balance Store,Ca,PODIATRY ACCOUNT,,,,,,10,10:00am,6:00pm,10:00am,6:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,6:00pm,11:00am,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2934,,3060069_001,,,3060069,1,active,NEW BALANCE CALGARY,303 150 CROWFOOT CR NW,,CALGARY,AB,T3G3T2,403-220-1118,,New Balance Store,Ca,,,,,,,10,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,10:00am,6:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2953,,3080102_001,,,3080102,1,active,NEW BALANCE LANGLEY,19950 WILLOWBROOK DRIVE,,LANGLEY,BC,V2Y1K9,604-514-0022,,New Balance Store,CA,,,,,,,10,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,7:00 PM,10:00 AM,6:00 PM,11:00 AM,5:00 PM,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
2965,,0640325_001,,,640325,1,active,NEW BALANCE FREDERICK,220-C  SHOREBIRD STREET,,FREDERICK,MD,21701,301-631-1950,,New Balance Store,US,Procare,,,,,,10,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,9:30am,8:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3042,,0820200_001,,,820200,1,active,NEW BALANCE D.C.,5301 WISCONSIN AVENUE NORTHWEST,SUITE 107,WASHINGTON,DC,20015,202-237-1840,,New Balance Store,US,,,,,,,10,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:00 AM,6:00 PM,11:00 AM,6:00 PM,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3044,,3003930_08,,,3003930,8,active,NEW BALANCE TORONTO,613 DANFORTH AVE,,TORONTO,ON,M4K1R2,416-466-4444,,New Balance Store,Ca,PODIATRY ACCOUNT,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,9:00am,6:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3046,,0410314_001,,,410314,1,active,NEW BALANCE MACOMB,13307 HALL ROAD,,UTICA,MI,48315,586-254-5500,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,6:00pm,10:00am,6:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3051,,2000865_002,,,2000865,2,active,NEW BALANCE SAN JOSE,3691 UNION AVENUE,,SAN JOSE,CA,95124,(408) 377-5500,,New Balance Store,US,,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,6:00pm,10:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3053,,1001800_002,,,1001800,2,active,NEW BALANCE ROSEVILLE,1198 ROSEVILLE PARKWAY,SUITE 105,ROSEVILLE,CA,95678,916-773-7463,,New Balance Store,US,,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3054,,2000875_002,,,2000875,2,active,NEW BALANCE SANTA CLARA,3912 RIVERMARK PLAZA,,SANTA CLARA,CA,95054,(408) 988-8825,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,6:00pm,10:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3055,,0774752_001,,,774752,1,active,NEW BALANCE ORANGE PARK,1871 WELLS ROAD,UNIT 2,ORANGE PARK,FL,32073,904 592 7892,,New Balance Store,US,Procare,,,,,,10,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3457,,0880628_001,,,880628,1,active,NEW BALANCE JACKSON,"NBO SHOES, LLC","163 RIDGEWAY, SUITE B",FLOWOOD,MS,39232,,,New Balance Store,US,,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3534,,3008850_001,,,3008850,1,active,NEW BALANCE SASKATOON,704 BROADWAY AVENUE,,SASKATOON,SK,S7N1B4,306-244-0957,,New Balance Store,Ca,,,,,,,10,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,9:00pm,10:00am,6:00pm,10:00am,6:00pm,12:00pm,5:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3537,,0909603_01,,,909603,1,active,NEW BALANCE ROGERS,1720 WEST WALNUT,,ROGERS,AR,72756,(479) 636-9200,,New Balance Store,US,,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3540,,0453617_001,,,453617,1,active,NEW BALANCE CHICAGO HYDE PARK,5500 S. LAKE PARK AVENUE,,CHICAGO,IL,60637,(773) 752-6847,,New Balance Store,US,,,,,,,10,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,7:00 AM,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
